event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
IDN2857,"31 May 2016",2016,1,"Political violence","Violence against civilians",Attack,"Police Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)","OPM: Free Papua Movement; Papuan Ethnic Group (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,Jayawijaya,Wamena,Wamena,-4.0951,138.9449,1,HumanRightsPapua,Other,"On 31 May 2016, police officers arrested a member of OPM in Wamena town (Jayawijaya regency, Papua province), after they forced their way into his brother's house and threatened his relatives at gunpoint to show them his hideout. They shot the OPM member in the leg to prevent him from attempting to escape.",0,,1657632894
IDN2850,"30 May 2016",2016,1,"Political violence","Violence against civilians",Attack,"Police Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)","KNPB: National Committee for West Papua; Papuan Ethnic Group (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,Yahukimo,Dekai,Dekai,-4.8591,139.4738,1,HumanRightsPapua,Other,"On 30 May 2016, the police arrested 3 KNPB members near the former regency office as they distributed leaflets for the demonstration on 31 May 2016 in Dekai city, Yahukimo regency, Papua province, and subjected them to torture/ill-treatment.",0,,1576600005
IDN2849,"30 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","WALHI: Indonesian Forum for the Environment",6,,,0,60,,360,"Southeast Asia",Indonesia,"West Java",Sukabumi,Cikole,Sukabumi,-6.918,106.9266,1,Kompas,National,"On 30 May 2016, a group of people, accompanied by WALHI: Indonesian Forum for the Environment activists, held a peaceful protest in Sukabumi city, West Java province, opposing the presence of a cement factory in their district. The factory had caused air and water pollution.",0,"crowd size=no report",1649355996
IDN2848,"30 May 2016",2016,1,Demonstrations,Protests,"Protest with intervention","Protesters (Indonesia)","Papuan Ethnic Group (Indonesia); Students (Indonesia)",6,"Police Forces of Indonesia (2014-)",,1,16,,360,"Southeast Asia",Indonesia,Papua,Jayapura,"North Jayapura",Jayapura,-2.5337,140.718,1,Kompas,National,"On 30 May 2016, 56 Papuan students held a protest in front of their university in Jayapura city, Papua province. They demanded the university allocate at least 80 percent of its new students' quota for Papuan students. The police arrested the protesters as the protest allegedly disrupted traffic activity.",0,"crowd size=dozens",1649355996
IDN2851,"30 May 2016",2016,1,"Political violence","Violence against civilians",Attack,"Police Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)","KNPB: National Committee for West Papua; Papuan Ethnic Group (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,Jayawijaya,Wamena,Wamena,-4.0951,138.9449,1,HumanRightsPapua,Other,"On 30 May 2016, there were mass arrests of 21 KNPB members during their meeting to prepare for the May 31st demonstration in Wamena town (Jayawijaya regency, Papua province), during which they ill-treated/tortured by the police.",0,,1657632894
IDN2847,"28 May 2016",2016,2,"Strategic developments","Strategic developments",Arrests,"Police Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)","KNPB: National Committee for West Papua; Papuan Ethnic Group (Indonesia)",7,17,,360,"Southeast Asia",Indonesia,Papua,Jayapura,"North Jayapura",Jayapura,-2.5337,140.718,2,Kompas,National,"Between May 28-30, 2016, Indonesian police arrested 101 members of KNPB: National Committee for West Papua in Jayapura and Wamena, coded in Jayapura city, Papua province. The reason was unclear, though was believed to be in connection with the demand for Papua independence.",0,,1618531634
IDN2846,"27 May 2016",2016,1,"Political violence","Violence against civilians",Attack,"Police Forces of Indonesia (2014-) Mobile Brigade Corps",,1,"Civilians (Indonesia)","Papuan Ethnic Group (Indonesia); Students (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,Nabire,Nabire,Nabire,-3.3598,135.5007,1,HumanRightsPapua,Other,"On 27 May 2016, a Papuan high school student was riding his motorcycle in Nabire city, Papua province, when Brimob members approached on motorcycles and began to chase him. He was hit by a bullet and died on the spot.",1,,1576600005
IDN169,"26 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"Central Java",Semarang,"Central Samalang",Semarang,-6.9913,110.426,1,"Jakarta Post",National,"On 26 May 2016, in Semarang (Semarang, Central Java), around 1,000 students at the State University of Semarang (Unnes) staged a demonstration protesting against the size of the student contribution for campus development.",0,,1651182389
IDN2844,"25 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"East Java",Mojokerto,Magersari,Mojokerto,-7.4666,112.4333,1,Tribunnews,National,"On 25 May 2016, hundreds of people from Lakardowo village held a peaceful protest in Mojokerto city, East Java province, demanding the closure of a waste processing factory in their village. The factory's activity had caused water pollution.",0,"crowd size=hundreds",1649355996
IDN2845,"25 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"Southeast Sulawesi",Wakatobi,Wangi-Wangi,Wangi-Wangi,-5.3123,123.5374,1,Tempo,National,"On 25 May 2016, around a thousand people held a peaceful protest Wangi-wangi district, Wakatobi regency, Southeast Sulawesi province, opposing the draft bill of Wakatobi tourism industry.",0,"crowd size=around 1,000",1649355996
IDN168,"25 May 2016",2016,1,Demonstrations,Riots,"Violent demonstration","Rioters (Indonesia)","Labor Group (Indonesia)",5,,,0,50,,360,"Southeast Asia",Indonesia,Jakarta,"South Jakarta","Mampang Prapatan","Jakarta - South",-6.266,106.8135,1,"Jakarta Post",National,"On 25 May 2016, in Tebet (South Jakarta, Jakarta), public minivan drivers blockaded a road (assumed with their cars) during a strike protesting the actions of public order officers who often tow their minivans for allowing passengers to board near the Tebet railroad crossing.",0,,1659475468
IDN2843,"24 May 2016",2016,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)",,5,"Civilians (Indonesia)",,7,57,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,Mimika,"Mimika Baru",Timika,-4.5514,136.8868,1,JPNN,National,"On 24 May 2016, a riot broke out in Timika town (Mimika Baru district, Mimika regency, Papua province). A group of rioters burned two houses and a motorcycle. They blockaded a road with stacks of rocks, brought bows and machetes. Two people were injured. It was triggered by a brawl between young men a day before.",0,"crowd size=no report",1657632894
IDN2839,"23 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Papuan Ethnic Group (Indonesia); Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Papua,Jayapura,"North Jayapura",Jayapura,-2.5337,140.718,1,Kompas,National,"On 23 May 2016, a group of Papuan students held a peaceful protest at their university in Jayapura city, Papua province. They demanded the university allocate at least 80 percent of its new students' quota for Papuan students. They sealed the university's main gate.",0,"crowd size=no report",1649355996
IDN2842,"23 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Red White Front",6,,,0,60,,360,"Southeast Asia",Indonesia,"West Java",Sukabumi,Cikole,Sukabumi,-6.918,106.9266,1,Kompas,National,"On 23 May 2016, a group of people, including members of Red White Front, held a peaceful protest in Sukabumi city, West Java province. They demanded an explanation of a new market project, which hadn't been progressing despite many market sellers having given down payment for the project.",0,"crowd size=no report",1649355996
IDN2840,"23 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,Bangka-Belitung,Pangkalpinang,"Bukit Intan","Pangkal Pinang",-2.1333,106.1333,1,Tempo,National,"On 23 May 2016, hundreds of villagers held a peaceful protest in Pangkalpinang city, Bangka Belitung Island province, opposing mining activities in their village.",0,"crowd size=hundreds",1649355996
IDN2841,"23 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"North Sumatra","Pematang Siantar","Siantar Sitalasari","Pematang Siantar",2.9666,99.05,1,Tribunnews,National,"On 23 May 2016, a group of people held a peaceful protest in Pematang Siantar city, North Sumatra province, demanding the termination of their district's head as he is involved in a corruption case.",0,"crowd size=no report",1649355996
IDN2838,"20 May 2016",2016,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Indonesia)",,3,"Civilians (Indonesia)","Papuan Ethnic Group (Indonesia)",7,37,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,Jayapura,"North Jayapura",Jayapura,-2.5337,140.718,1,HumanRightsPapua,Other,"On 20 May 2016, a man crashed into three Papuan human rights activists sitting on the side of the road in Jayapura city, Papua province, injuring two and causing the instant death of one. The police tried to cover-up the incident as a traffic accident.",0,,1618531632
IDN2837,"20 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","KAMMI: Kesatuan Aksi Mahasiswa Muslim Indonesia; Students (Indonesia); Muslim Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Riau,Pekanbaru,Sukajadi,Pekanbaru,0.5166,101.4416,1,Tribunnews,National,"On 20 May 2016, dozens of students from KAMMI: Kesatuan Aksi Mahasiswa Muslim Indonesia held a peaceful protest in Pekanbaru city, Riau province, commemorating National Resurgence Day.",0,"crowd size=dozens",1649355996
IDN166,"20 May 2016",2016,1,Demonstrations,Riots,"Violent demonstration","Rioters (Indonesia)","AMJU: North Jakartan Residents Alliance",5,"Police Forces of Indonesia (2014-)",,1,15,,360,"Southeast Asia",Indonesia,Jakarta,"South Jakarta","Mampang Prapatan","Jakarta - South",-6.266,106.8135,1,Tempo,National,"On 20 May 2016, in Setiabudi (South Jakarta, Jakarta), there was a demonstration launched by the Alliance of North Jakarta Residents at the Corruption Eradication Commission (KPK) that turned violent, causing property damage. The unrest turned into a clash between the rioters and police officers that resulted in temporary road closures and a number of injuries.",0,,1659475469
IDN2836,"20 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"East Jakarta",Makasar,"Jakarta - East",-6.2452,106.9005,1,Tribunnews,National,"On 20 May 2016, dozens of students held a peaceful protest in East Jakarta city, Jakarta province, demanding the government nationalize foreign assets.",0,"crowd size=dozens",1659475470
IDN167,"20 May 2016",2016,1,Demonstrations,Riots,"Violent demonstration","Rioters (Indonesia)",,5,,,0,50,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,"Jakarta Post",National,"On 20 May 2016, in Gambir (Central Jakarta, Jakarta), a protest by around 100 people from various mass organizations demanding the resignation of Jakarta Governor Basuki 'Ahok' Tjahaja Purnama turned violent in front of the City Council building, throwing bottles, bamboo sticks, and stones at those on the premises.",0,,1663790297
IDN165,"19 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"Central Java",Pati,Tambakromo,Tambakromo,-6.8764,111.0446,1,"Jakarta Post",National,"On 19 May 2016, in Tambakromo (Pati, Central Java), around 2,000 farmers from several villages demonstrated as part of a rally from Ngerang Village to the Pati City Square. They called on the Pati regency administration to preserve the environment and heed their demands for a halt to the planned construction of a cement factory in the area surrounding their villages.",0,,1651182389
IDN2835,"18 May 2016",2016,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)","FPI: Islamic Defenders Front; Muslim Group (Indonesia)",5,"Civilians (Indonesia)","Students (Indonesia)",7,57,"Civilian targeting",360,"Southeast Asia",Indonesia,"West Java",Bandung,Regol,Bandung,-6.9222,107.607,1,"US State Department",Other,"On 18 May 2016, the FPI halted a discussion entitled 'Understanding Art through the Thought of Karl Marx' organized by the Student Press Agency at the Daunjati Institute of Art and Culture in Bandung city, West Java province. As they accused them of promoting communism and ideas that contradict the national ideology of Pancasila.",0,"crowd size=no report",1618531631
IDN2834,"16 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","PMKRI: Union of Catholic University Students of the Republic of Indonesia; Catholic Christian Group (Indonesia); Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"North Sulawesi",Manado,Tikala,Manado,1.4821,124.8489,1,Kompas,National,"On 16 May 2016, dozens of Catholic students from PMKRI: Union of Catholic University Students of the Republic of Indonesia held a peaceful protest in Manado city, North Sulawesi province, demanding an investigation into a rape case.",0,"crowd size=dozens",1649355996
IDN163,"15 May 2016",2016,1,"Political violence",Battles,"Armed clash","MIT: Mujahidin Indonesia Timur",,2,"Police Forces of Indonesia (2014-)",,1,12,,360,"Southeast Asia",Indonesia,"Central Sulawesi",Poso,"South Poso Pesisir","South Pesisir",-1.4681,120.5894,1,"Jakarta Post",National,"On 15 May 2016, in South Pesisir (Poso, Central Sulawesi), personnel of the Operation Tinombala task force and suspected members of the East Indonesia Mujahidin (MIT) Islamic militant group engaged in a shoot-out, and two members of MIT were killed.",2,,1651182389
IDN164,"15 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Women (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"Central Java",Surakarta,Banjarsari,Surakarta,-7.5561,110.832,1,"Jakarta Post",National,"On 15 May 2016, in Surakarta (Surakarta, Central Java), women activists staged a rally protesting sexual violence during Car Free Day on Jl. Slamet Riyadi. The activists urged legislators to pass the sexual violence eradication bill into law.",0,,1651182389
IDN162,"15 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Break Free Coalition",6,,,0,60,,360,"Southeast Asia",Indonesia,"West Java",Cirebon,Kejaksan,Cirebon,-6.7063,108.557,1,Tempo,National,"On 15 May 2016, in Cirebon City (Cirebon, West Java), a number of activists with the Break Free Coalition launched a protest against an expansion plan of the Steam-Fueled Power Plant (PLTU).",0,,1651182389
IDN2833,"12 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia); Muslim Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"Riau Islands","Tanjung Pinang","Bukit Bestari","Tanjung Pinang",0.9166,104.4583,1,Tribunnews,National,"On 12 May 2016, dozens of Muslim students held a peaceful protest in front of their university in Tanjungpinang city, Riau Islands province, demanding the university release their diploma certificates. They hadn't received the certificates despite the fact that they graduated a year before.",0,"crowd size=dozens",1649355996
IDN161,"12 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,"Jakarta Post",National,"On 12 May 2016, in Merdeka (Central Jakarta, Jakarta), thousands of Trisakti University students have congregated at the National Monument (Monas) to march towards the State Palace, to commemorate the 18th anniversary of the May 12th Incident - where four students were shot to death during a demonstration.",0,,1663790297
IDN160,"11 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","HMI: Muslim Students Association",6,,,0,60,,360,"Southeast Asia",Indonesia,"Central Java",Semarang,"Central Samalang",Semarang,-6.9913,110.426,1,"Jakarta Post",National,"On 11 May 2016, in Semarang (Semarang, Central Java), about 100 Association of Islamic Students (HMI) members staged a rally, demanding the resignation of Corruption Eradication Commission (KPK) commissioner Saut Situmorang.",0,,1651182389
IDN2832,"10 May 2016",2016,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)",,5,"Police Forces of Indonesia (2014-)",,1,15,,360,"Southeast Asia",Indonesia,Banten,Tangerang,Periuk,Tangerang,-6.1765,106.5799,1,Tribunnews,National,"On 10 May 2016, a riot broke out in Tangerang district, Tangerang regency, Banten province. Hundreds of people threw rocks at the Indonesian police after the police give them letters of eviction. The police shot tear gas at the rioters.",0,"crowd size=hundreds",1649355996
IDN2831,"09 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Prisoners (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Aceh,"West Aceh","Johan Pahlawan",Meulaboh,4.144,96.1266,1,Kompas,National,"On 9 May 2016, more than 400 prisoners held a peaceful protest at a prison in Meulaboh city, West Aceh Regency, Aceh province, opposing the relocation of the prison's chief officer. They praised the officer's work performance managing the prison.",0,"crowd size=more than 400",1649355996
IDN159,"06 May 2016",2016,1,"Political violence",Riots,"Mob violence","Rioters (Indonesia)","Students (Indonesia)",5,"Rioters (Indonesia)","Students (Indonesia)",5,55,,360,"Southeast Asia",Indonesia,Jakarta,"West Jakarta",Kebonjeruk,"Jakarta - West",-6.1683,106.7588,1,Tempo,National,"On 6 May 2016, in Kebun Jeruk (West Jakarta, Jakarta), a student clash that involved sharp weapons took place on Jalan Pejuangan. There were reported injuries of students.",0,,1659475469
IDN158,"04 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Jakarta,"Central Jakarta",Gambir,"Jakarta - Central",-6.1806,106.8283,1,"Jakarta Post",National,"On 4 May 2016, in Merdeka (Central Jakarta, Jakarta), non-permanent staff (PTT) midwives traveled from various regions across the country protested in front of the Presidential Palace to demand to be permanent midwives.",0,,1663790297
IDN628,"02 May 2016",2016,1,Demonstrations,Protests,"Protest with intervention","Protesters (Indonesia)","Papuan Ethnic Group (Indonesia); ULMWP: United Liberation Movement for West Papua",6,"Police Forces of Indonesia (2014-)",,1,16,,360,"Southeast Asia",Indonesia,"West Papua",Sorong,"Sorong Manoi",Sorong,-0.8795,131.261,1,"Amnesty International",Other,"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Sorong and Fakfak districts of West Papua province, at least 67 activists were detained by the police. Most the activists were released without charge the following day.",0,"crowd size=34",1618531860
IDN625,"02 May 2016",2016,1,Demonstrations,Protests,"Protest with intervention","Protesters (Indonesia)","Papuan Ethnic Group (Indonesia); ULMWP: United Liberation Movement for West Papua",6,"Police Forces of Indonesia (2014-)",,1,16,,360,"Southeast Asia",Indonesia,"South Sulawesi",Makassar,Rappocini,Makassar,-5.1486,119.432,1,"Amnesty International",Other,"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Makassar city in South Sulawesi province, 42 activists were detained by the police. Most the activists were released without charge the following day.",0,"crowd size=45",1618531860
IDN627,"02 May 2016",2016,1,Demonstrations,Protests,"Protest with intervention","Protesters (Indonesia)","Papuan Ethnic Group (Indonesia); ULMWP: United Liberation Movement for West Papua",6,"Police Forces of Indonesia (2014-)",,1,16,,360,"Southeast Asia",Indonesia,"Central Java",Semarang,"Central Samalang",Semarang,-6.9913,110.426,1,"Amnesty International",Other,"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Semarang city in Central Java province, 45 activists were detained by the police. Most the activists were released without charge the following day.",0,"crowd size=45",1618531860
IDN623,"02 May 2016",2016,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Indonesia)","KNPB: National Committee for West Papua; Papuan Ethnic Group (Indonesia); ULMWP: United Liberation Movement for West Papua; Civilians (Indonesia); Journalists (Indonesia)",6,"Police Forces of Indonesia (2014-)",,1,16,"Civilian targeting",360,"Southeast Asia",Indonesia,"West Papua",Fakfak,Fakfak,Fakfak,-2.9248,132.2981,1,"HumanRightsPapua; Amnesty International; Radio New Zealand; US State Department",Other-International,"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Sorong and Fakfak districts of West Papua province, at least 67 activists were detained by the police. Most the activists were released without charge the following day. In Fakfak there were reports of torture against a journalist covering the demonstration.",0,"crowd size=34",1595284381
IDN624,"02 May 2016",2016,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Indonesia)","KNPB: National Committee for West Papua; Papuan Ethnic Group (Indonesia); ULMWP: United Liberation Movement for West Papua; Civilians (Indonesia); Journalists (Indonesia)",6,"Police Forces of Indonesia (2014-) Mobile Brigade Corps",,1,16,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,Jayapura,"North Jayapura",Jayapura,-2.5337,140.718,1,"Amnesty International; US State Department; HumanRightsPapua; Radio New Zealand",Other-International,"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Jayapura city, Papua province, 1,450 activists were detained by the police and were held in an open field under the sun and ordered to strip off their shirts. Most the activists were released without charge the following day. Some demonstrators including a journalist were maltreated by the police and reported being tortured at the Brimob headquarter.",0,"crowd size=1450",1618531860
IDN2829,"02 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Yogyakarta,Yogyakarta,Danurejan,Yogyakarta,-7.795,110.369,1,Kompas,National,"On 2 May 2016, thousands of students held a peaceful protest in Yogyakarta city, Yogyakarta province, opposing the rise of university tuition.",0,"crowd size=thousands",1649355996
IDN2828,"02 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)",,6,,,0,60,,360,"Southeast Asia",Indonesia,"East Java",Pasuruan,Gadingrejo,Pasuruan,-7.6514,112.8875,1,Kompas,National,"On 2 May 2016, dozens of people held a peaceful protest in front of Pasuruan's city hall in Pasuruan city, East Java province. They stated that the Indonesian government should never apologize for human rights violations involving members of the Indonesian Communist Party in 1965. The government faced growing pressure from human rights activists for the apology.",0,"crowd size=dozens",1649355996
IDN2827,"02 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"South Sulawesi","Pangkajene and Islands",Bungoro,Bungoro,-4.7885,119.6315,1,Tribunnews,National,"On 2 May 2016, a group of students held a peaceful protest in Bungoro district, Pangkep regency, South Sulawesi province, urging the government to improve the quality of education in the regency.",0,"crowd size=no report",1649355996
IDN2830,"02 May 2016",2016,1,Demonstrations,Riots,"Violent demonstration","Rioters (Indonesia)","Students (Indonesia)",5,,,0,50,,360,"Southeast Asia",Indonesia,"South Sulawesi",Makassar,Rappocini,Makassar,-5.1486,119.432,1,Tribunnews,National,"On 2 May 2016, hundreds of students held a demonstration in Makassar city, South Sulawesi province, opposing the increase of tuition fees. They burned a tire, causing a long traffic jam.",0,"crowd size=hundreds",1649355996
IDN626,"02 May 2016",2016,1,Demonstrations,Protests,"Protest with intervention","Protesters (Indonesia)","Papuan Ethnic Group (Indonesia); ULMWP: United Liberation Movement for West Papua",6,"Police Forces of Indonesia (2014-)",,1,16,,360,"Southeast Asia",Indonesia,Papua,Merauke,Merauke,Merauke,-8.4995,140.4061,1,"Amnesty International",Other,"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Merauke district (Merauke regency, Papua province) and Wamena town, 130 activists were detained by the police. Most the activists were released without charge the following day.",0,"crowd size=65",1657632894
IDN629,"02 May 2016",2016,1,Demonstrations,Protests,"Protest with intervention","Protesters (Indonesia)","Papuan Ethnic Group (Indonesia); ULMWP: United Liberation Movement for West Papua",6,"Police Forces of Indonesia (2014-)",,1,16,,360,"Southeast Asia",Indonesia,Papua,Jayawijaya,Wamena,Wamena,-4.0951,138.9449,1,"Amnesty International",Other,"On 2 May 2016, Papuan activists participated in a series of peaceful demonstrations across Indonesia organized by supporters of the ULMWP in order to commemorate the 53rd anniversary of the handover of West Papua to the Indonesian government by the United Nations Temporary Executive Authority. In Merauke city and Wamena town (Jayawijaya regency, Papua province), 130 activists were detained by the police. Most the activists were released without charge the following day.",0,"crowd size=65",1657632894
IDN2825,"01 May 2016",2016,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Indonesia)","Papuan Ethnic Group (Indonesia); ULMWP: United Liberation Movement for West Papua; Civilians (Indonesia); Journalists (Indonesia)",6,"Police Forces of Indonesia (2014-)","Police Forces of Indonesia (2014-) Mobile Brigade Corps",1,16,"Civilian targeting",360,"Southeast Asia",Indonesia,Papua,Jayapura,"North Jayapura",Jayapura,-2.5337,140.718,1,HumanRightsPapua,Other,"On 1 May 2016, a demonstration was held in support of the ULMWP at the roundabout in Abepura district, Jayapura city, Papua province. The police arbitrarily arrested a journalist along with a large number of demonstrators. At Brimob headquarters they were interrogated and forced to disrobe. While interrogating the journalist a Brimob officer smacked his flash drive against his cheek three times. Hundreds of demonstrators were grouped, unclothed and exposed to the sun. Police officers guarded the gate to the headquarters to prevent journalists from entering and witnessing the interrogations.",0,"crowd size=hundreds",1618531628
IDN2826,"01 May 2016",2016,1,"Political violence","Violence against civilians",Attack,"Police Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)","Journalists (Indonesia); Papuan Ethnic Group (Indonesia)",7,17,"Civilian targeting",360,"Southeast Asia",Indonesia,"West Papua",Fakfak,Fakfak,Fakfak,-2.9248,132.2981,1,HumanRightsPapua,Other,"On 1 May 2016, a police officer struck a journalist that was taking pictures of KNPB members detained at the district police station in Fakfak city, West Papua province. They punched him on the chin because he was wearing a hat inside the station.",0,,1576600005
IDN2824,"01 May 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","Labor Group (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,Bali,Denpasar,"North Denpasar",Denpasar,-8.65,115.2166,1,Kompas,National,"On 1 May 2016, a group of laborers held a peaceful protest in Denpasar city, Bali province, commemorated the Labour's Day. They demanded an increase in laborers' minimum salary.",0,"crowd size=no report",1649355996
IDN2823,"29 April 2016",2016,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of Indonesia (2014-)",,1,"Civilians (Indonesia)","KNPB: National Committee for West Papua; Papuan Ethnic Group (Indonesia)",7,17,,360,"Southeast Asia",Indonesia,Papua,Jayapura,"North Jayapura",Jayapura,-2.5337,140.718,1,HumanRightsPapua,Other,"On 29 April 2016, 41 people were arrested distributing leaflets for the planned KNPB demonstration in May in Jayapura city, Papua province.",0,,1618531628
IDN157,"28 April 2016",2016,1,Demonstrations,Protests,"Peaceful protest","Protesters (Indonesia)","FPI: Islamic Defenders Front; Muslim Group (Indonesia); Students (Indonesia)",6,,,0,60,,360,"Southeast Asia",Indonesia,"East Java",Surabaya,Genteng,Surabaya,-7.2492,112.751,1,"Jakarta Post",National,"On 28 April 2016, in Surabaya (Surabaya, East Java), masses from several public organizations in East Java, including the Islamic Defender Front, other Muslim groups, students , staged a protest rejecting the rise of communism in front of the Negara Grahadi Building.",0,,1651182389
IDN2821,"27 April 2016",2016,1,"Political violence",Battles,"Armed clash","Red White Front",,3,"PP: Pancasila Youth",,3,33,,360,"Southeast Asia",Indonesia,Riau,Kampar,Bangkinang,Bangkinang,0.3383,101.0236,2,Detik,National,"On 27 April 2016, a clash broke out between members of Red White Front and PP: Pancasila Youth in Kampar regency, Riau province, coded as Bangkinang district. They utilized sharp weapons, such as machetes and sickles, killed a victim and wounded three others. The reason for the clash was unclear. Indonesian police arrested 40 people and declared 23 of them as suspects.",1,,1649355996
